cod_ibge,municipio,regional_idr,reg_idr_nome,meso_idr,ano,vbp_reais,producao_ton,area_ha
4126108,São Tomé,22,Cianorte,Noroeste,2012,83484442,807950,14235
4126207,Sapopema,13,Cornélio Procópio,Norte,2012,38666818,25028,3852
4126256,Sarandi,11,Maringá,Noroeste,2012,44666621,58789,12986
4126272,Saudade do Iguaçu,15,Pato Branco,Sudoeste,2012,60519352,161378,4375
4126306,Sengés,04,Ponta Grossa,Centro Sul,2012,162426236,100745,134802
4126355,Serranópolis do Iguaçu,17,Cascavel,Oeste,2012,150458610,261542,24032
4126405,Sertaneja,13,Cornélio Procópio,Norte,2012,158472068,287450,67512
4126504,Sertanópolis,12,Londrina,Norte,2012,182797392,242550,55314
4126603,Siqueira Campos,14,Santo Antonio da Platina,Norte,2012,250725578,227826,12476
4126652,Sulina,15,Pato Branco,Sudoeste,2012,100312668,273277,8783
4126678,Tamarana,12,Londrina,Norte,2012,189749019,242813,47416
4126702,Tamboara,10,Paranavaí,Noroeste,2012,49841711,393474,6995
4126801,Tapejara,22,Cianorte,Noroeste,2012,131871747,1368879,25682
4126900,Tapira,09,Umuarama,Noroeste,2012,73425323,389512,6979
4127007,Teixeira Soares,07,Irati,Centro Sul,2012,249599809,438424,61801
4127106,Telêmaco Borba,04,Ponta Grossa,Centro Sul,2012,245722937,14338,132709
4127205,Terra Boa,19,Campo Mourão,Oeste,2012,169330398,598853,36831
4127304,Terra Rica,10,Paranavaí,Noroeste,2012,113584099,736479,13969
4127403,Terra Roxa,18,Toledo,Oeste,2012,231321278,471482,105746
4127502,Tibagi,04,Ponta Grossa,Centro Sul,2012,595628566,967632,218092
4127601,Tijucas do Sul,02,Curitiba,Metropolitana e Litoral,2012,89570881,71858,19164
4127700,Toledo,18,Toledo,Oeste,2012,1105186645,1351309,136186
4127809,Tomazina,14,Santo Antonio da Platina,Norte,2012,130451756,153660,16105
4127858,Três Barras do Paraná,17,Cascavel,Oeste,2012,212351888,347777,28213
4127882,Tunas do Paraná,02,Curitiba,Metropolitana e Litoral,2012,75569945,10078,32103
4127908,Tuneiras do Oeste,22,Cianorte,Noroeste,2012,122710703,819455,29254
4127957,Tupãssi,18,Toledo,Oeste,2012,187970378,258219,47885
4127965,Turvo,05,Guarapuava,Centro,2012,88929627,139364,25311
4128005,Ubiratã,19,Campo Mourão,Oeste,2012,345276466,474253,105075
4128104,Umuarama,09,Umuarama,Noroeste,2012,246186388,1227662,24377
4128203,União da Vitória,03,União da Vitória,Centro Sul,2012,73411883,175806,18191
4128302,Uniflor,11,Maringá,Noroeste,2012,32793156,158938,5612
4128401,Uraí,13,Cornélio Procópio,Norte,2012,76925465,131484,24636
4128500,Wenceslau Braz,14,Santo Antonio da Platina,Norte,2012,182318554,208667,29965
4128534,Ventania,04,Ponta Grossa,Centro Sul,2012,134866251,220055,75715
4128559,Vera Cruz do Oeste,17,Cascavel,Oeste,2012,144551547,287599,35973
4128609,Verê,16,Francisco Beltrão,Sudoeste,2012,197926559,245814,29050
4128625,Alto Paraíso,09,Umuarama,Noroeste,2012,99627338,130092,3237
4128633,Doutor Ulysses,02,Curitiba,Metropolitana e Litoral,2012,99850907,72102,40985
4128658,Virmond,21,Laranjeiras do Sul,Centro,2012,50052334,88934,11821
4128708,Vitorino,15,Pato Branco,Sudoeste,2012,109845209,201782,35316
4128807,Xambrê,09,Umuarama,Noroeste,2012,57051259,193175,3086
4100103,Abatiá,13,Cornélio Procópio,Norte,2024,202686109,111650,32297
4100202,Adrianópolis,02,Curitiba,Metropolitana e Litoral,2024,202418700,67354,36498
4100301,Agudos do Sul,02,Curitiba,Metropolitana e Litoral,2024,144575533,31586,17611
4100400,Almirante Tamandaré,02,Curitiba,Metropolitana e Litoral,2024,114465602,37369,4449
4100459,Altamira do Paraná,19,Campo Mourão,Oeste,2024,166065150,38718,37432
4100509,Altônia,09,Umuarama,Noroeste,2024,417363376,237057,82893
4100608,Alto Paraná,10,Paranavaí,Noroeste,2024,674083404,484916,37907
4100707,Alto Piquiri,09,Umuarama,Noroeste,2024,313814839,200668,68736
4100806,Alvorada do Sul,12,Londrina,Norte,2024,267982914,210967,45238
4100905,Amaporã,10,Paranavaí,Noroeste,2024,259677883,832938,43524
4101002,Ampére,16,Francisco Beltrão,Sudoeste,2024,494307176,241007,30306
4101051,Anahy,17,Cascavel,Oeste,2024,210445195,90776,16874
4101101,Andirá,13,Cornélio Procópio,Norte,2024,200771138,677641,35589
4101150,Ângulo,11,Maringá,Noroeste,2024,221338998,107746,17416
4101200,Antonina,01,Paranaguá,Metropolitana e Litoral,2024,48980763,16759,1134
4101309,Antônio Olinto,03,União da Vitória,Centro Sul,2024,380934269,135656,39377
4101408,Apucarana,20,Apucarana,Norte,2024,752534554,240458,63592
4101507,Arapongas,20,Apucarana,Norte,2024,584575239,214333,51078
4101606,Arapoti,04,Ponta Grossa,Centro Sul,2024,1405958029,959492,163798
4101655,Arapuã,06,Ivaiporã,Norte,2024,163381187,112416,29770
4101705,Araruna,19,Campo Mourão,Oeste,2024,455037130,266596,55207
4101804,Araucária,02,Curitiba,Metropolitana e Litoral,2024,464862983,203147,41674
4101853,Ariranha do Ivaí,06,Ivaiporã,Norte,2024,173767653,126939,33008
4101903,Assaí,13,Cornélio Procópio,Norte,2024,275800040,175935,64129
4102000,Assis Chateaubriand,18,Toledo,Oeste,2024,1859382145,736990,152693
4102109,Astorga,11,Maringá,Noroeste,2024,1093869169,425860,64548
4102208,Atalaia,11,Maringá,Noroeste,2024,254822723,175237,18313
4102307,Balsa Nova,02,Curitiba,Metropolitana e Litoral,2024,197479757,65206,30188
4102406,Bandeirantes,13,Cornélio Procópio,Norte,2024,315780405,846280,55906
4102505,Barbosa Ferraz,19,Campo Mourão,Oeste,2024,266536731,132082,63581
4102604,Barracão,16,Francisco Beltrão,Sudoeste,2024,243229053,154577,12782
4102703,Barra do Jacaré,14,Santo Antonio da Platina,Norte,2024,222785786,265261,15487
4102752,Bela Vista da Caroba,16,Francisco Beltrão,Sudoeste,2024,142518980,97587,15927
4102802,Bela Vista do Paraíso,12,Londrina,Norte,2024,243887946,147513,38258
4102901,Bituruna,03,União da Vitória,Centro Sul,2024,669978153,276826,80081
4103008,Boa Esperança,19,Campo Mourão,Oeste,2024,282786797,207537,50938
4103024,Boa Esperança do Iguaçu,23,Dois Vizinhos,Sudoeste,2024,335238340,101496,19759
4103040,Boa Ventura de São Roque,05,Pitanga,Centro,2024,387561670,242124,63384
4103057,Boa Vista da Aparecida,17,Cascavel,Oeste,2024,209894341,116351,31246
4103107,Bocaiúva do Sul,02,Curitiba,Metropolitana e Litoral,2024,148559589,38599,75098
4103156,Bom Jesus do Sul,16,Francisco Beltrão,Sudoeste,2024,219589233,190705,19200
4103206,Bom Sucesso,20,Apucarana,Norte,2024,414886089,567365,35700
4103222,Bom Sucesso do Sul,15,Pato Branco,Sudoeste,2024,399566974,186949,41933
4103305,Borrazópolis,06,Ivaiporã,Norte,2024,207928834,97671,38642
4103354,Braganey,17,Cascavel,Oeste,2024,374449877,241301,55632
4103370,Brasilândia do Sul,09,Umuarama,Noroeste,2024,216241402,145378,47688
4103404,Cafeara,12,Londrina,Norte,2024,202996176,410642,17442
4103453,Cafelândia,17,Cascavel,Oeste,2024,1258038657,451729,51040
4103479,Cafezal do Sul,09,Umuarama,Noroeste,2024,340906606,124732,33252
4103503,Califórnia,20,Apucarana,Norte,2024,160156110,76222,18526
4103602,Cambará,14,Santo Antonio da Platina,Norte,2024,280915895,845238,46733
4103701,Cambé,12,Londrina,Norte,2024,525879991,325902,72089
4103800,Cambira,20,Apucarana,Norte,2024,245846236,118919,20471
4103909,Campina da Lagoa,19,Campo Mourão,Oeste,2024,673810567,366833,109101
4103958,Campina do Simão,05,Guarapuava,Centro,2024,286022030,153220,33122
4104006,Campina Grande do Sul,02,Curitiba,Metropolitana e Litoral,2024,59423813,15505,46974
4104055,Campo Bonito,17,Cascavel,Oeste,2024,383627942,241730,59789
4104105,Campo do Tenente,02,Curitiba,Metropolitana e Litoral,2024,219162670,70915,29540
4104204,Campo Largo,02,Curitiba,Metropolitana e Litoral,2024,335339439,117519,35612
4104253,Campo Magro,02,Curitiba,Metropolitana e Litoral,2024,131694096,45385,7125
4104303,Campo Mourão,19,Campo Mourão,Oeste,2024,770799352,400335,116870
4104402,Cândido de Abreu,06,Pitanga,Centro,2024,449677790,196707,96280
4104428,Candói,05,Guarapuava,Centro,2024,962420130,506799,119107
4104451,Cantagalo,05,Guarapuava,Centro,2024,397341348,201747,52262
4104501,Capanema,16,Francisco Beltrão,Sudoeste,2024,798256835,496292,48732
4104600,Capitão Leônidas Marques,17,Cascavel,Oeste,2024,468195830,198465,36026
4104659,Carambeí,04,Ponta Grossa,Centro Sul,2024,2327615039,1322463,99179
4104709,Carlópolis,14,Santo Antonio da Platina,Norte,2024,763374314,245946,34708
4104808,Cascavel,17,Cascavel,Oeste,2024,3632858045,1954969,303428
4104907,Castro,04,Ponta Grossa,Centro Sul,2024,3620285888,2882776,293170
4105003,Catanduvas,17,Cascavel,Oeste,2024,633270761,341450,79507
4105102,Centenário do Sul,12,Londrina,Norte,2024,298826516,763744,43671
4105201,Cerro Azul,02,Curitiba,Metropolitana e Litoral,2024,622607979,239108,62942
4105300,Céu Azul,17,Cascavel,Oeste,2024,711458477,344860,137596
4105409,Chopinzinho,15,Pato Branco,Sudoeste,2024,846639024,508511,126196
4105508,Cianorte,22,Cianorte,Noroeste,2024,1245961621,1299606,79908
4105607,Cidade Gaúcha,22,Cianorte,Noroeste,2024,213678465,450159,36009
4105706,Clevelândia,15,Pato Branco,Sudoeste,2024,532207837,274563,99316
4105805,Colombo,02,Curitiba,Metropolitana e Litoral,2024,288842317,74909,10627
4105904,Colorado,11,Maringá,Noroeste,2024,353389301,1546890,33854
4106001,Congonhinhas,13,Cornélio Procópio,Norte,2024,335354693,170379,61406
4106100,Conselheiro Mairinck,14,Santo Antonio da Platina,Norte,2024,168089041,149788,22251
4106209,Contenda,02,Curitiba,Metropolitana e Litoral,2024,309044759,140438,30312
4106308,Corbélia,17,Cascavel,Oeste,2024,1052406053,504872,85702
4106407,Cornélio Procópio,13,Cornélio Procópio,Norte,2024,335309246,361005,82068
4106456,Coronel Domingos Soares,15,Pato Branco,Sudoeste,2024,374804537,160854,155678
4106506,Coronel Vivida,15,Pato Branco,Sudoeste,2024,863527198,503649,87968
4106555,Corumbataí do Sul,19,Campo Mourão,Oeste,2024,122697351,33714,17406
4106571,Cruzeiro do Iguaçu,23,Dois Vizinhos,Sudoeste,2024,400046170,96254,18092
4106605,Cruzeiro do Oeste,09,Umuarama,Noroeste,2024,565591310,716198,70139
4106704,Cruzeiro do Sul,10,Paranavaí,Noroeste,2024,296825046,469892,29166
4106803,Cruz Machado,03,União da Vitória,Centro Sul,2024,808067943,327174,65595
4106852,Cruzmaltina,06,Ivaiporã,Norte,2024,273568124,115301,35027
4106902,Curitiba,02,Curitiba,Metropolitana e Litoral,2024,16129404,2994,9220
4107009,Curiúva,14,Santo Antonio da Platina,Norte,2024,243884295,132523,51456
4107108,Diamante do Norte,10,Paranavaí,Noroeste,2024,125322175,121459,24128
4107124,Diamante do Sul,21,Laranjeiras do Sul,Centro,2024,117030098,51416,32729
4107157,Diamante d'Oeste,17,Cascavel,Oeste,2024,252680774,95324,35086
4107207,Dois Vizinhos,23,Dois Vizinhos,Sudoeste,2024,2022494939,577581,59344
4107256,Douradina,09,Umuarama,Noroeste,2024,311091340,191449,44945
4107306,Doutor Camargo,11,Maringá,Noroeste,2024,141861508,79145,19732
4107405,Enéas Marques,16,Francisco Beltrão,Sudoeste,2024,657908845,338646,18157
4107504,Engenheiro Beltrão,19,Campo Mourão,Oeste,2024,453743458,296067,74666
4107520,Esperança Nova,09,Umuarama,Noroeste,2024,161580739,72484,13094
4107538,Entre Rios do Oeste,18,Toledo,Oeste,2024,485614616,249567,14031
4107546,Espigão Alto do Iguaçu,21,Laranjeiras do Sul,Centro,2024,276439962,158509,40119
4107553,Farol,19,Campo Mourão,Oeste,2024,296731331,213319,51704
4107603,Faxinal,06,Ivaiporã,Norte,2024,374125572,178969,60820
4107652,Fazenda Rio Grande,02,Curitiba,Metropolitana e Litoral,2024,66180126,20582,7748
4107702,Fênix,19,Campo Mourão,Oeste,2024,215583094,146357,38748
4107736,Fernandes Pinheiro,07,Irati,Centro Sul,2024,370442220,164293,47721
4107751,Figueira,14,Santo Antonio da Platina,Norte,2024,76713754,32027,9894
4107801,Floraí,11,Maringá,Noroeste,2024,245792441,178623,29646
4107850,Flor da Serra do Sul,16,Francisco Beltrão,Sudoeste,2024,284024730,177167,18504
4107900,Floresta,11,Maringá,Noroeste,2024,144569604,108043,26086
4108007,Florestópolis,12,Londrina,Norte,2024,210410832,547172,26632
4108106,Flórida,11,Maringá,Noroeste,2024,79619472,127214,10456
4108205,Formosa do Oeste,18,Toledo,Oeste,2024,702957004,233666,39263
4108304,Foz do Iguaçu,17,Cascavel,Oeste,2024,204656394,118837,36933
4108320,Francisco Alves,09,Umuarama,Noroeste,2024,326844363,185089,44085
4108403,Francisco Beltrão,16,Francisco Beltrão,Sudoeste,2024,1605056023,915908,67011
4108452,Foz do Jordão,05,Guarapuava,Centro,2024,201279167,131064,25718
4108502,General Carneiro,03,União da Vitória,Centro Sul,2024,908052573,246910,34883
4108551,Godoy Moreira,06,Ivaiporã,Norte,2024,115441158,64558,19625
4108601,Goioerê,19,Campo Mourão,Oeste,2024,812576802,285743,79441
4108650,Goioxim,05,Guarapuava,Centro,2024,442859879,217276,61420
4108700,Grandes Rios,06,Ivaiporã,Norte,2024,176250303,69086,30080
4108809,Guaíra,18,Toledo,Oeste,2024,446091886,220632,77273
4108908,Guairaçá,10,Paranavaí,Noroeste,2024,313946921,752503,42994
4108957,Guamiranga,07,Irati,Centro Sul,2024,343292482,101410,29358
4109005,Guapirama,14,Santo Antonio da Platina,Norte,2024,314659769,196661,22701
4109104,Guaporema,22,Cianorte,Noroeste,2024,221628867,614196,16950
4109203,Guaraci,12,Londrina,Norte,2024,425321404,389948,23256
4109302,Guaraniaçu,21,Laranjeiras do Sul,Centro,2024,740898962,345636,140784
4109401,Guarapuava,05,Guarapuava,Centro,2024,2330378603,1062209,196210
4109500,Guaraqueçaba,01,Paranaguá,Metropolitana e Litoral,2024,76884625,20598,1392
4109609,Guaratuba,01,Paranaguá,Metropolitana e Litoral,2024,228401741,91817,5439
4109658,Honório Serpa,15,Pato Branco,Sudoeste,2024,478453842,328508,66360
4109708,Ibaiti,14,Santo Antonio da Platina,Norte,2024,628017256,271638,78239
4109757,Ibema,17,Cascavel,Oeste,2024,173144553,101576,19144
4109807,Ibiporã,12,Londrina,Norte,2024,257733186,149384,37523
4109906,Icaraíma,09,Umuarama,Noroeste,2024,368304278,458333,73638
4110003,Iguaraçu,11,Maringá,Noroeste,2024,315246354,278212,23650
4110052,Iguatu,17,Cascavel,Oeste,2024,143006713,64813,14762
4110078,Imbaú,04,Ponta Grossa,Centro Sul,2024,124508270,38461,31810
4110102,Imbituva,07,Irati,Centro Sul,2024,757403081,319354,89051
4110201,Inácio Martins,07,Irati,Centro Sul,2024,480995962,158814,95936
4110300,Inajá,10,Paranavaí,Noroeste,2024,76946003,334457,14106
4110409,Indianópolis,22,Cianorte,Noroeste,2024,220254342,196809,10751
4110508,Ipiranga,04,Ponta Grossa,Centro Sul,2024,767256906,292148,104200
4110607,Iporã,09,Umuarama,Noroeste,2024,918668786,256459,73625
4110656,Iracema do Oeste,18,Toledo,Oeste,2024,170849732,79756,14481
4110706,Irati,07,Irati,Centro Sul,2024,984275571,438503,116176
4110805,Iretama,19,Campo Mourão,Oeste,2024,315775642,144777,65808
4110904,Itaguajé,11,Maringá,Noroeste,2024,183828367,459675,15171
4110953,Itaipulândia,17,Cascavel,Oeste,2024,1067544721,277285,28386
4111001,Itambaracá,13,Cornélio Procópio,Norte,2024,167697036,312474,28302
4111100,Itambé,11,Maringá,Noroeste,2024,198096867,161475,41010
4111209,Itapejara d'Oeste,15,Pato Branco,Sudoeste,2024,565250727,195507,41997
4111258,Itaperuçu,02,Curitiba,Metropolitana e Litoral,2024,82751689,27999,12642
4111308,Itaúna do Sul,10,Paranavaí,Noroeste,2024,95673913,172499,10111
4111407,Ivaí,04,Ponta Grossa,Centro Sul,2024,398215881,181332,73048
4111506,Ivaiporã,06,Ivaiporã,Norte,2024,310771923,177950,55017
4111555,Ivaté,09,Umuarama,Noroeste,2024,181283403,513452,32945
4111605,Ivatuba,11,Maringá,Noroeste,2024,101352125,67710,16740
4111704,Jaboti,14,Santo Antonio da Platina,Norte,2024,270834693,71085,14353
4111803,Jacarezinho,14,Santo Antonio da Platina,Norte,2024,814247049,1449559,52759
4111902,Jaguapitã,12,Londrina,Norte,2024,627996621,879215,54058
4112009,Jaguariaíva,04,Ponta Grossa,Centro Sul,2024,795573580,397056,145113
4112108,Jandaia do Sul,20,Apucarana,Norte,2024,321685202,238212,14553
4112207,Janiópolis,19,Campo Mourão,Oeste,2024,340841513,249212,51050
4112306,Japira,14,Santo Antonio da Platina,Norte,2024,319647204,76021,18528
4112405,Japurá,22,Cianorte,Noroeste,2024,222297747,192459,22382
4112504,Jardim Alegre,06,Ivaiporã,Norte,2024,251301653,154823,45178
4112603,Jardim Olinda,10,Paranavaí,Noroeste,2024,112976344,316931,11893
4112702,Jataizinho,13,Cornélio Procópio,Norte,2024,142644331,60398,23441
4112751,Jesuítas,18,Toledo,Oeste,2024,744964976,284238,35573
4112801,Joaquim Távora,14,Santo Antonio da Platina,Norte,2024,421379246,258387,28759
4112900,Jundiaí do Sul,14,Santo Antonio da Platina,Norte,2024,155096451,114284,33099
4112959,Juranda,19,Campo Mourão,Oeste,2024,397307299,290373,61518
4113007,Jussara,22,Cianorte,Noroeste,2024,282714358,405899,30748
4113106,Kaloré,20,Apucarana,Norte,2024,160458377,113232,31546
4113205,Lapa,02,Curitiba,Metropolitana e Litoral,2024,1411109904,513642,202106
4113254,Laranjal,05,Pitanga,Centro,2024,216799817,87962,53369
4113304,Laranjeiras do Sul,21,Laranjeiras do Sul,Centro,2024,588118123,322207,76944
4113403,Leópolis,13,Cornélio Procópio,Norte,2024,213992852,135035,48986
4113429,Lidianópolis,06,Ivaiporã,Norte,2024,128137427,57975,20450
4113452,Lindoeste,17,Cascavel,Oeste,2024,359027551,180928,44863
4113502,Loanda,10,Paranavaí,Noroeste,2024,368117663,666242,68077
4113601,Lobato,11,Maringá,Noroeste,2024,271361108,762297,25384
4113700,Londrina,12,Londrina,Norte,2024,1256206567,677513,170503
4113734,Luiziana,19,Campo Mourão,Oeste,2024,715259917,455333,130581
4113759,Lunardelli,06,Ivaiporã,Norte,2024,132654175,57664,21145
4113809,Lupionópolis,12,Londrina,Norte,2024,93121194,109141,15898
4113908,Mallet,07,Irati,Centro Sul,2024,368304367,143201,77508
4114005,Mamborê,19,Campo Mourão,Oeste,2024,900696978,557840,125287
4114104,Mandaguaçu,11,Maringá,Noroeste,2024,456683158,660645,33011
4114203,Mandaguari,11,Maringá,Noroeste,2024,571632583,232642,38120
4114302,Mandirituba,02,Curitiba,Metropolitana e Litoral,2024,242427201,61784,33973
4114351,Manfrinópolis,16,Francisco Beltrão,Sudoeste,2024,269547071,148627,15250
4114401,Mangueirinha,15,Pato Branco,Sudoeste,2024,853238018,678206,131808
4114500,Manoel Ribas,06,Pitanga,Centro,2024,542304050,381212,88731
4114609,Marechal Cândido Rondon,18,Toledo,Oeste,2024,2171456748,1078690,77817
4114708,Maria Helena,09,Umuarama,Noroeste,2024,307013596,244012,47162
4114807,Marialva,11,Maringá,Noroeste,2024,560778068,244429,64754
4114906,Marilândia do Sul,20,Apucarana,Norte,2024,646965636,319088,57608
4115002,Marilena,10,Paranavaí,Noroeste,2024,253413047,413447,18847
4115101,Mariluz,09,Umuarama,Noroeste,2024,256233271,343893,57474
4115200,Maringá,11,Maringá,Noroeste,2024,356553317,267872,51322
4115309,Mariópolis,15,Pato Branco,Sudoeste,2024,366901427,151389,38946
4115358,Maripá,18,Toledo,Oeste,2024,837553676,311613,48256
4115408,Marmeleiro,16,Francisco Beltrão,Sudoeste,2024,626921318,407940,42954
4115457,Marquinho,21,Laranjeiras do Sul,Centro,2024,197821124,111696,47980
4115507,Marumbi,20,Apucarana,Norte,2024,160397331,236268,20075
4115606,Matelândia,17,Cascavel,Oeste,2024,939856025,371473,78113
4115705,Matinhos,01,Paranaguá,Metropolitana e Litoral,2024,15173995,1174,111
4115739,Mato Rico,05,Pitanga,Centro,2024,203111586,119871,42919
4115754,Mauá da Serra,20,Apucarana,Norte,2024,128961330,66221,12488
4115804,Medianeira,17,Cascavel,Oeste,2024,1112639887,433725,43636
4115853,Mercedes,18,Toledo,Oeste,2024,561413695,188471,17535
4115903,Mirador,10,Paranavaí,Noroeste,2024,269405083,579622,21963
4116000,Miraselva,12,Londrina,Norte,2024,74835552,268829,7302
4116059,Missal,17,Cascavel,Oeste,2024,1182229546,472705,42602
4116109,Moreira Sales,19,Campo Mourão,Oeste,2024,369053359,287724,35860
4116208,Morretes,01,Paranaguá,Metropolitana e Litoral,2024,101485511,38181,51581
4116307,Munhoz de Melo,11,Maringá,Noroeste,2024,486118529,235506,17284
4116406,Nossa Senhora das Graças,11,Maringá,Noroeste,2024,141240629,506834,15004
4116505,Nova Aliança do Ivaí,10,Paranavaí,Noroeste,2024,111624900,281959,15167
4116604,Nova América da Colina,13,Cornélio Procópio,Norte,2024,76592051,104076,17412
4116703,Nova Aurora,17,Cascavel,Oeste,2024,1777896834,562543,78051
4116802,Nova Cantú,19,Campo Mourão,Oeste,2024,446808594,274227,75329
4116901,Nova Esperança,11,Maringá,Noroeste,2024,749373323,673499,36248
4116950,Nova Esperança do Sudoeste,23,Dois Vizinhos,Sudoeste,2024,427675082,247376,18582
4117008,Nova Fátima,13,Cornélio Procópio,Norte,2024,231643587,88908,40621
4117057,Nova Laranjeiras,21,Laranjeiras do Sul,Centro,2024,457870683,247261,109441
4117107,Nova Londrina,10,Paranavaí,Noroeste,2024,245288394,581922,25805
4117206,Nova Olímpia,09,Umuarama,Noroeste,2024,275486486,185922,14329
4117214,Nova Santa Bárbara,13,Cornélio Procópio,Norte,2024,126037574,53332,13894
4117222,Nova Santa Rosa,18,Toledo,Oeste,2024,1058235189,436850,31695
4117255,Nova Prata do Iguaçu,23,Dois Vizinhos,Sudoeste,2024,733010725,276037,51498
4117271,Nova Tebas,06,Pitanga,Centro,2024,306325237,164453,61991
4117297,Novo Itacolomi,20,Apucarana,Norte,2024,220201827,58721,15436
4117305,Ortigueira,04,Ponta Grossa,Centro Sul,2024,812048153,329310,245753
4117404,Ourizona,11,Maringá,Noroeste,2024,174035669,152329,28696
4117453,Ouro Verde do Oeste,18,Toledo,Oeste,2024,707485436,203252,34060
4117503,Paiçandu,11,Maringá,Noroeste,2024,177481573,338371,24040
4117602,Palmas,15,Pato Branco,Sudoeste,2024,600917418,332352,152713
4117701,Palmeira,04,Ponta Grossa,Centro Sul,2024,1318873563,716796,176763
4117800,Palmital,05,Pitanga,Centro,2024,366888154,163761,63371
4117909,Palotina,18,Toledo,Oeste,2024,1627676032,501945,100849
4118006,Paraíso do Norte,10,Paranavaí,Noroeste,2024,138381036,568467,19337
4118105,Paranacity,10,Paranavaí,Noroeste,2024,195690971,945268,26940
4118204,Paranaguá,01,Paranaguá,Metropolitana e Litoral,2024,33924199,10377,41165
4118303,Paranapoema,10,Paranavaí,Noroeste,2024,81432701,411202,16071
4118402,Paranavaí,10,Paranavaí,Noroeste,2024,1011101815,1162736,121705
4118451,Pato Bragado,18,Toledo,Oeste,2024,581445047,201484,13368
4118501,Pato Branco,15,Pato Branco,Sudoeste,2024,929844663,369711,86219
4118600,Paula Freitas,03,União da Vitória,Centro Sul,2024,436393313,219905,40971
4118709,Paulo Frontin,03,União da Vitória,Centro Sul,2024,424887171,157823,35508
4118808,Peabiru,19,Campo Mourão,Oeste,2024,399929847,254491,66972
4118857,Perobal,09,Umuarama,Noroeste,2024,268616459,118527,42792
4118907,Pérola,09,Umuarama,Noroeste,2024,234200880,123679,28358
4119004,Pérola d'Oeste,16,Francisco Beltrão,Sudoeste,2024,244499723,160961,27632
4119103,Piên,02,Curitiba,Metropolitana e Litoral,2024,220905543,44326,23971
4119152,Pinhais,02,Curitiba,Metropolitana e Litoral,2024,3548563,1675,1127
4119202,Pinhalão,14,Santo Antonio da Platina,Norte,2024,379970797,90225,21758
4119251,Pinhal de São Bento,16,Francisco Beltrão,Sudoeste,2024,140968337,99846,10480
4119301,Pinhão,05,Guarapuava,Centro,2024,1030672293,584185,109977
4119400,Piraí do Sul,04,Ponta Grossa,Centro Sul,2024,1537363052,700342,137663
4119509,Piraquara,02,Curitiba,Metropolitana e Litoral,2024,28355335,14643,14369
4119608,Pitanga,05,Pitanga,Centro,2024,976781972,553113,154662
4119657,Pitangueiras,12,Londrina,Norte,2024,204078585,95982,19597
4119707,Planaltina do Paraná,10,Paranavaí,Noroeste,2024,177947240,154480,29753
4119806,Planalto,16,Francisco Beltrão,Sudoeste,2024,469693711,327550,39714
4119905,Ponta Grossa,04,Ponta Grossa,Centro Sul,2024,1106477733,581873,129339
4119954,Pontal do Paraná,01,Paranaguá,Metropolitana e Litoral,2024,19865881,1972,15258
4120002,Porecatu,12,Londrina,Norte,2024,119828056,625923,17556
4120101,Porto Amazonas,02,Curitiba,Metropolitana e Litoral,2024,134313160,84713,15012
4120150,Porto Barreiro,21,Laranjeiras do Sul,Centro,2024,276781878,173141,41533
4120200,Porto Rico,10,Paranavaí,Noroeste,2024,97015446,31979,15106
4120309,Porto Vitória,03,União da Vitória,Centro Sul,2024,164061159,109365,14825
4120333,Prado Ferreira,12,Londrina,Norte,2024,142619666,183623,20574
4120358,Pranchita,16,Francisco Beltrão,Sudoeste,2024,336146721,164226,34937
4120408,Presidente Castelo Branco,11,Maringá,Noroeste,2024,230043814,307939,13177
4120507,Primeiro de Maio,12,Londrina,Norte,2024,352390072,188554,49677
4120606,Prudentópolis,07,Irati,Centro Sul,2024,1353086374,568623,143679
4120655,Quarto Centenário,19,Campo Mourão,Oeste,2024,506043729,293631,55838
4120705,Quatiguá,14,Santo Antonio da Platina,Norte,2024,237338196,257619,16981
4120804,Quatro Barras,02,Curitiba,Metropolitana e Litoral,2024,16373722,5146,14974
4120853,Quatro Pontes,18,Toledo,Oeste,2024,577481508,319959,18994
4120903,Quedas do Iguaçu,21,Laranjeiras do Sul,Centro,2024,710660260,363557,99862
4121000,Querência do Norte,10,Paranavaí,Noroeste,2024,395797719,222355,86366
4121109,Quinta do Sol,19,Campo Mourão,Oeste,2024,306422157,148566,50048
4121208,Quitandinha,02,Curitiba,Metropolitana e Litoral,2024,328447221,96456,41638
4121257,Ramilândia,17,Cascavel,Oeste,2024,242098097,128496,29558
4121307,Rancho Alegre,13,Cornélio Procópio,Norte,2024,144489744,133821,22397
4121356,Rancho Alegre D'Oeste,19,Campo Mourão,Oeste,2024,311983603,181170,41454
4121406,Realeza,16,Francisco Beltrão,Sudoeste,2024,574850431,233636,45427
4121505,Rebouças,07,Irati,Centro Sul,2024,567584076,294828,67864
4121604,Renascença,16,Francisco Beltrão,Sudoeste,2024,488069640,237280,59622
4121703,Reserva,04,Ponta Grossa,Centro Sul,2024,707868484,308869,180997
4121752,Reserva do Iguaçu,05,Guarapuava,Centro,2024,339371154,196678,47285
4121802,Ribeirão Claro,14,Santo Antonio da Platina,Norte,2024,411807163,460473,50268
4121901,Ribeirão do Pinhal,13,Cornélio Procópio,Norte,2024,204825829,101253,46420
4122008,Rio Azul,07,Irati,Centro Sul,2024,643575737,195241,65106
